File,Line,Column,DefaultLevel,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint,ToolVersion,RuleId,HelpUri
./winget-cli/src/AppInstallerSharedLib/Public/winget/Registry.h,305,85,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        bool Initialize(HKEY key, const std::wstring& subKey, DWORD options, REGSAM access, bool ignoreErrorIfDoesNotExist);",bad9ada14dbadebadd2070247cb24728b14c6e408de1ee15921974055d8999bb,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Public/winget/Registry.h,308,88,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        bool CreateAndOpen(HKEY key, const std::wstring& subKey, DWORD options, REGSAM access);",f7eeb5b6099a5638db7876e80973a296dffdc7b776431382a32261685b83756e,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,296,71,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    Key::Key(HKEY key, std::string_view subKey, DWORD options, REGSAM access)",7ef292d7b60f99010e1719b3f441f55738dccf3bbeae0e3957b5c4a6697a73f6,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,298,67,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        Initialize(key, Utility::ConvertToUTF16(subKey), options, access, false);",157779fa40d7f283e0fc5fbaeabf6c8fae3c8ca0c9376ea90dd83a032b65ca5c,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,301,74,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    Key::Key(HKEY key, const std::wstring& subKey, DWORD options, REGSAM access)",8f99ec8f35c7b1554e4fe1d6644567f411f74d805bc772e02489aaf86f14b959,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,303,42,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        Initialize(key, subKey, options, access, false);",309c7087c1fea0909f3b604748eaab71849055db63b2b290d281e89ad67b6954,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,316,67,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    Key::SubKeyRef::SubKeyRef(const wil::shared_hkey& key, REGSAM access) :",f55993e2a87eb177fc4a456e0296918e2f6f05cd9dad5a78ac8e46727a1fc5ef,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,317,36,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        m_parentKey(key), m_access(access), m_subKeyName(64, L'\0')",cd6b3fbc3f4d09ece78da260b552277195448e021111c10ea8fd50489cd0c9b8,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,397,77,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    Key::const_iterator::const_iterator(const wil::shared_hkey& key, REGSAM access) :",85b13d5de98089f2439bcfd18dc527d0bd1b5552e0b5a9490003838dd5ef687a,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,398,23,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        m_subkey(key, access)",f2d626dec076279d2f038d28dc7979b7001cecd26b2b0501197a4d7800229f3b,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,497,84,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    Key Key::OpenIfExists(HKEY key, std::string_view subKey, DWORD options, REGSAM access)",9c13b083ed031044d38f12650a89bb554104c8e0dd2d14fa6a672c0b05f1d7ab,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,499,76,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        return OpenIfExists(key, Utility::ConvertToUTF16(subKey), options, access);",9af983e594958ed6834d4801f2bbfd71b37e11ae9a6e8f87d13b9ae440cb57a0,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,502,87,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    Key Key::OpenIfExists(HKEY key, const std::wstring& subKey, DWORD options, REGSAM access)",f153ca7dd7aca8baf754370ce5a94dd19ee4d0155dcdf581cda4781bde6804d0,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,505,49,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        result.Initialize(key, subKey, options, access, true);",82cc6620298927ad781929754537123ae5321e45bed05e412379b21f4e0b33cb,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,509,78,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    Key Key::Create(HKEY key, std::string_view subKey, DWORD options, REGSAM access)",45b36e10cbc1eb4fe40b3a7d99c3612dea2c89a4875803ae0da8aacd0ae181e4,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,511,70,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        return Create(key, Utility::ConvertToUTF16(subKey), options, access);",0c53f021951e3fc60c6a97cf1d20fecd3466be325bc87be0a13ac3b8759591f6,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,514,81,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    Key Key::Create(HKEY key, const std::wstring& subKey, DWORD options, REGSAM access)",ad8c79880f7b5f297050fd6188d1fa3239ccfa3439b08748a542532888888a5d,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,517,52,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        result.CreateAndOpen(key, subKey, options, access);",98e42bb1b4f0a0e759998054fa47f78d95d21053daa92a7ebc19ab2d4b46a82a,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,566,89,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    bool Key::CreateAndOpen(HKEY key, const std::wstring& subKey, DWORD options, REGSAM access)",7d00a50ab9c16454b1267885c8d50e0f90ae7f2a4cc3ddbc16e27d16f075db23,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,568,20,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,        m_access = access;,dd53ef672a95b28aa09918b7ee55143818acd7b937cac5b0d55f6ed71a374a59,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,570,84,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        LSTATUS status = RegCreateKeyExW(key, subKey.c_str(), 0, nullptr, options, access, NULL, &m_key, disposition);",6e58ba04d6eebd7fc94cf03b468c0b46e0b7a664ca3c09b1506c820f86ff8e93,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,585,86,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"    bool Key::Initialize(HKEY key, const std::wstring& subKey, DWORD options, REGSAM access, bool ignoreErrorIfDoesNotExist)",2bde4b0aee409977bc89782135d4725e552960ed8930596deceaedbaa9aaebe3,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,587,20,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,        m_access = access;,dd53ef672a95b28aa09918b7ee55143818acd7b937cac5b0d55f6ed71a374a59,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Registry.cpp,588,70,4,4,race,access,"This usually indicates a security flaw.  If an attacker can change anything along the path between the call to access() and the file's actual use (e.g., by moving files), the attacker can exploit the race condition (CWE-362/CWE-367!).","Set up the correct permissions (e.g., using setuid()) and try to open the file directly.",,CWE-362/CWE-367!,"        LSTATUS status = RegOpenKeyExW(key, subKey.c_str(), options, access, &m_key);",c4746f526ca1caa4d88ed9cb1155a575b99c1e34692ee97c11dd616e5534388a,2.0.19,FF1030,https://cwe.mitre.org/data/definitions/362.htmlhttps://cwe.mitre.org/data/definitions/367.html
./winget-cli/src/AppInstallerSharedLib/Security.cpp,54,41,4,4,access,RpcImpersonateClient,"If this call fails, the program could fail to drop heightened privileges (CWE-250).","Make sure the return value is checked, and do not continue if a failure is reported.",,CWE-250,                    RPC_STATUS status = RpcImpersonateClient(nullptr);,16b466ffb9318933cfb84a599cb622abc995a2e050b37ac216ad9f2dfabaeeed,2.0.19,FF1056,https://cwe.mitre.org/data/definitions/250.html
./winget-cli/src/SfsClient/sfs-client/client/src/details/ReportingHandler.h,65,13,4,4,format,snprintf,"If format strings can be influenced by an attacker, they can be exploited, and note that sprintf variations do not always \0-terminate (CWE-134).",Use a constant for the format specification.,,CWE-134,"            snprintf(message, MAX_LOG_MESSAGE_SIZE, format, args...);",70e2e5afb208f3787b0b556f7ab89a73c550f73ed0d938795e19cc1c1b515ced,2.0.19,FF1019,https://cwe.mitre.org/data/definitions/134.html
./winget-cli/src/AppInstallerCLITests/TestCommon.cpp,19,13,3,3,random,srand,This function is not sufficiently random for security-related functions such as key and nonce creation (CWE-327).,Use a more secure technique for acquiring random values.,,CWE-327,            srand(static_cast<unsigned int>(time(NULL)));,0fab72e5297d6fb3ddf882a416e708831472708845b4efe74a8d92020c8d4b99,2.0.19,FF1048,https://cwe.mitre.org/data/definitions/327.html
./winget-cli/src/AppInstallerRepositoryCore/IconExtraction.cpp,112,26,3,3,misc,LoadLibraryEx,"Ensure that the full path to the library is specified, or current directory may be used (CWE-829, CWE-20).",Use a flag like LOAD_LIBRARY_SEARCH_SYSTEM32 or LOAD_LIBRARY_SEARCH_APPLICATION_DIR to search only desired folders.,,"CWE-829, CWE-20","            module.reset(LoadLibraryEx(binaryPath.c_str(), nullptr, LOAD_LIBRARY_AS_DATAFILE | LOAD_LIBRARY_AS_IMAGE_RESOURCE));",e574a36d3b4fd22628b0eb0e1f0e5295236bce327e61987d5681140fda600907,2.0.19,FF1059,https://cwe.mitre.org/data/definitions/829.html
./winget-cli/src/SfsClient/sfs-client/client/src/details/Env.cpp,29,37,3,3,buffer,getenv,"Environment variables are untrustable input if they can be set by an attacker.  They can have any content and length, and the same variable can be set more than once (CWE-807, CWE-20).",Check environment variables carefully before using them.,,"CWE-807, CWE-20",    if (const char* envValue = std::getenv(varName.c_str())),7ea1d8fd962a0d5aa2d8af6945000d34d3a8502c2af84c8494cd759cb5f3dba3,2.0.19,FF1053,https://cwe.mitre.org/data/definitions/807.html
./winget-cli/src/Xlang/UndockedRegFreeWinRT/src/UndockedRegFreeWinRT/UndockedRegFreeWinRT/typeresolution.h,98,13,3,3,misc,InitializeCriticalSection,Exceptions can be thrown in low-memory situations.,Use InitializeCriticalSectionAndSpinCount instead.,,,            InitializeCriticalSection(&_csCacheLock);,c358b29a2c0c961d7fc43cfa730bb67101cb645138161509c9bc4ca5ce79f957,2.0.19,FF1057,)
./winget-cli/src/AppInstallerCLICore/Commands/DebugCommand.cpp,29,13,2,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,            wchar_t buffer[256];,da290096ca9d870ffca311f02667c03526debfa56bdbafd9a3f65d5e77ee4ba5,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./winget-cli/src/AppInstallerCLICore/ConfigurationSetProcessorFactoryRemoting.cpp,431,21,2,2,misc,open,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).",,,CWE-362,    completionEvent.open(completionEventName);,52c6368cc6622b603c18b5c6e74b271c295db43fb408f24ee3ec5e69c545119b,2.0.19,FF1040,https://cwe.mitre.org/data/definitions/362.html
./winget-cli/src/AppInstallerCLICore/VTSupport.cpp,68,13,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,            char buffer[s_bufferSize];,c3f276c2de4308c105a4800e899240d5412d65ce8977ccc3f288f9a65f7daa01,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./winget-cli/src/AppInstallerCLITests/NameNormalization.cpp,24,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char name[4096]{};,91d9c8acc00c96052f44f2740d7ff5310d1cf3e21d24daa66c69c8ed04ea0e3e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./winget-cli/src/AppInstallerCLITests/NameNormalization.cpp,25,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char publisher[4096]{};,85a5adbe76dcf2390869443d9522879b2ab85f2448be3a3b2150f9581f8bfda1,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./winget-cli/src/AppInstallerCLITests/NameNormalization.cpp,71,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char name[4096]{};,91d9c8acc00c96052f44f2740d7ff5310d1cf3e21d24daa66c69c8ed04ea0e3e,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./winget-cli/src/AppInstallerCLITests/NameNormalization.cpp,72,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char publisher[4096]{};,85a5adbe76dcf2390869443d9522879b2ab85f2448be3a3b2150f9581f8bfda1,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./winget-cli/src/AppInstallerCLITests/NameNormalization.cpp,73,5,2,2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    char expectedId[4096]{};,b269eb1ef7734f8696f93762d3c07cfd925c78833d893ca57e31d4e58ef8c3d0,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./winget-cli/src/AppInstallerCLITests/Registry.cpp,166,5,2,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    wchar_t buffer[MAX_PATH];,d2d6ebf4b054f006613334e4ac12230b1aea6d7f4bf1f5265f5e2b1f42b21fd0,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
./winget-cli/src/AppInstallerCLITests/Strings.cpp,148,5,2,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120).","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length.",,CWE-119!/CWE-120,    wchar_t buffer[MAX_PATH];,d2d6ebf4b054f006613334e4ac12230b1aea6d7f4bf1f5265f5e2b1f42b21fd0,2.0.19,FF1013,https://cwe.mitre.org/data/definitions/119.html
